,Name,Platform,Year_of_Release,Genre,NA_Sales,Global_Sales
12655,Call of Duty: The War Collection,X360,2010,Shooter,0.05,0.06
12661,Satisfashion,DS,2010,Misc,0.05,0.06
12662,Imagine: Resort Owner,DS,2010,Strategy,0.05,0.06
12669,Quiz! Hexagon II,DS,2010,Misc,0,0.06
12674,Syphon Filter: Logan's Shadow,PS2,2010,Shooter,0.03,0.06
12689,Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,DS,2010,Role-Playing,0,0.06
12695,Rooms: The Main Building,Wii,2010,Adventure,0.05,0.06
12706,Ivy the Kiwi?,Wii,2010,Puzzle,0.04,0.06
12723,Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,DS,2010,Action,0,0.06
12741,Gormiti: The Lords of Nature!,DS,2010,Adventure,0.05,0.06
12765,Hakuoki: Stories of the Shinsengumi,PS3,2010,Adventure,0.03,0.06
12770,Pheasants Forever Wingshooter,Wii,2010,Shooter,0.03,0.06
12792,The Lord of the Rings: Aragorn's Quest,PS2,2010,Action,0.03,0.06
12798,Challenge Me: Brain Puzzles 2,Wii,2010,Puzzle,0,0.06
12832,Dream C Club Portable,PSP,2010,Simulation,0,0.06
12855,Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,PSP,2010,Role-Playing,0,0.06
12866,Chuck E. Cheese's Playhouse,DS,2010,Misc,0.05,0.05
12873,F1 2010,PC,2010,Racing,0,0.05
12875,Minna to Kimi no Piramekino!,DS,2010,Misc,0,0.05
12879,My Amusement Park,DS,2010,Misc,0.05,0.05
12880,Chocolatier,DS,2010,Misc,0.05,0.05
12881,Kid Fit Island Resort,Wii,2010,Sports,0.05,0.05
12901,Hakuouki: Reimeiroku,PS2,2010,Adventure,0,0.05
12906,Shin Sangoku Musou 5 Empires,PSP,2010,Action,0,0.05
12911,Front Mission Evolved,PC,2010,Shooter,0.05,0.05
12926,Virtual Villagers: A New Home,DS,2010,Simulation,0.04,0.05
12968,Touch 'N' Play Collection,DS,2010,Misc,0.03,0.05
12974,Metal Fight Beyblade: Bakugami Susanoh Shuurai!,DS,2010,Action,0,0.05
12978,Learn Science,DS,2010,Misc,0.05,0.05
12989,Match 3 Madness,DS,2010,Puzzle,0,0.05
12998,Sled Shred featuring the Jamaican Bobsled Team,Wii,2010,Sports,0.05,0.05
13004,Animal Planet: Vet Collection,DS,2010,Simulation,0.05,0.05
13029,Lucha Libre AAA: Heroes del Ring,X360,2010,Fighting,0.05,0.05
13031,Tom Clancy's HAWX 2,PC,2010,Action,0,0.05
13050,TV Anime: Fairy Tale Gekitou! Madoushi Kessen,DS,2010,Fighting,0,0.05
13053,Samantha Swift and the Hidden Roses of Athena,DS,2010,Adventure,0.04,0.05
13054,RPG Tsukuru DS,DS,2010,Role-Playing,0,0.05
13057,TNA iMPACT: Cross the Line,PSP,2010,Fighting,0.05,0.05
13067,Sesame Street: Cookie's Counting Carnival,PC,2010,Misc,0.05,0.05
13070,DoDonPachi Resurrection,X360,2010,Shooter,0,0.05
13071,Trick x Logic: Season 1,PSP,2010,Adventure,0,0.05
13073,MorphX,X360,2010,Shooter,0.05,0.05
13076,Winning Post 7 2010,PSP,2010,Sports,0,0.05
13077,Imagine Animal Doctor Care Center,DS,2010,Simulation,0.05,0.05
13087,Starry ? Sky: In Spring,PSP,2010,Misc,0,0.05
13092,Pet Pals: New Leash on Life,DS,2010,Simulation,0.05,0.05
13113,Sam & Max: Beyond Time and Space,Wii,2010,Adventure,0.05,0.05
13136,Marriage Royale: Prism Story,PSP,2010,Adventure,0,0.05
13146,Ivy the Kiwi?,DS,2010,Puzzle,0.04,0.05
13168,The Mysterious Case of Dr. Jekyll and Mr. Hyde,DS,2010,Adventure,0.02,0.05
13179,Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,DS,2010,Adventure,0,0.05
13182,TrackMania Turbo: Build to Race,DS,2010,Racing,0.02,0.05
13186,Corpse Party: Blood Covered - Repeated Fear,PSP,2010,Adventure,0,0.05
13198,Durarara!! 3-way Standoff,PSP,2010,Adventure,0,0.05
13201,Fushigi no Dungeon: Fuurai no Shiren 3 Portable,PSP,2010,Role-Playing,0,0.05
13246,White Album: Tsuzurareru Fuyu no Omoide,PS3,2010,Adventure,0,0.05
13262,J-League Winning Eleven 2010: Club Championship,PS2,2010,Sports,0,0.05
13267,Singularity,PC,2010,Shooter,0,0.05
13279,Rock of the Dead,PS3,2010,Shooter,0.04,0.05
13280,TNA iMPACT: Cross the Line,DS,2010,Fighting,0.04,0.05
13333,Worms Reloaded,PC,2010,Strategy,0,0.05
13371,Sushi Go-Round,Wii,2010,Simulation,0.04,0.05
13377,Ship Simulator Extremes,PC,2010,Simulation,0,0.05
13385,Winter Sports 3: The Great Tournament,Wii,2010,Sports,0.02,0.05
13418,Rock of the Dead,X360,2010,Shooter,0.04,0.05
13454,Gummy Bears Mini Golf,DS,2010,Sports,0.04,0.05
13457,Sesame Street: Elmo's A-to-Zoo Adventure,PC,2010,Misc,0.04,0.05
13463,River City Soccer Hooligans,DS,2010,Sports,0.04,0.05
13490,Galaxy Racers,DS,2010,Racing,0.04,0.05
13498,Forza Motorsport 3: Ultimate Edition,X360,2010,Racing,0,0.04
13516,Cheer We Go!,DS,2010,Misc,0.04,0.04
13532,Sushi Go-Round,DS,2010,Simulation,0.04,0.04
13533,World Championship Spelling,DS,2010,Misc,0.04,0.04
13584,Honda ATV Fever,Wii,2010,Racing,0.04,0.04
13587,B's-LOG Party???,PSP,2010,Adventure,0,0.04
13635,Saki Portable,PSP,2010,Adventure,0,0.04
13648,Attack of the Movies 3D,X360,2010,Shooter,0.04,0.04
13661,Casual Mania!,DS,2010,Puzzle,0.04,0.04
13675,Split/Second,PC,2010,Racing,0,0.04
13707,Little Busters! Converted Edition,PSP,2010,Adventure,0,0.04
13724,Shukufuku no Campanella Portable,PSP,2010,Adventure,0,0.04
13725,The Kore Gang,Wii,2010,Platform,0.04,0.04
13739,Battle Spirits: Digital Starter,DS,2010,Role-Playing,0,0.04
13757,Paws & Claws: Regal Resort,DS,2010,Simulation,0.04,0.04
13766,Winning Post World 2010,PS3,2010,Sports,0,0.04
13768,Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,DS,2010,Action,0,0.04
13797,Gormiti: The Lords of Nature!,Wii,2010,Adventure,0.03,0.04
13798,North American Hunting Extravaganza 2,Wii,2010,Sports,0.03,0.04
13815,Who Wants to Be a Millionaire: 3rd Edition,DS,2010,Misc,0.04,0.04
13828,Ape Escape,PS3,2010,Platform,0,0.04
13837,Patrician IV,PC,2010,Strategy,0.03,0.04
13847,Gummy Bears Mini Golf,Wii,2010,Sports,0.04,0.04
13859,Zac to Ombra: Maboroshi no Yuuenchi,DS,2010,Adventure,0,0.04
13862,Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,Wii,2010,Fighting,0,0.04
13888,CSI: Fatal Conspiracy,PC,2010,Adventure,0,0.04
13890,All Points Bulletin,PC,2010,Role-Playing,0,0.04
13902,Blue Roses: Yousei to Aoi Hitomi no Senshitachi,PSP,2010,Adventure,0,0.04
13907,Dora's Big Birthday Adventure,PS2,2010,Misc,0.02,0.04
13926,Harukanaru Toki no Naka de 4: Aizouban,PSP,2010,Role-Playing,0,0.04
13929,City Builder,Wii,2010,Misc,0.04,0.04
13935,NatGeo Challenge! Wild Life,Wii,2010,Misc,0.03,0.04
13941,Heathcliff! Frantic Foto,DS,2010,Misc,0.04,0.04
14010,Sherlock Holmes: Secret of The Silver Earring,Wii,2010,Adventure,0,0.04
14016,Da Capo I & II Plus Situation Portable,PSP,2010,Adventure,0,0.04
14018,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,DS,2010,Misc,0,0.04
14023,Monster Hunter Frontier Online: Season 9.0,X360,2010,Role-Playing,0,0.04
14068,Trick x Logic: Season 2,PSP,2010,Adventure,0,0.04
14069,San Goku Shi DS 3,DS,2010,Strategy,0,0.04
14076,The Treasures of Montezuma,DS,2010,Puzzle,0.02,0.04
14095,Jane's Hotel,DS,2010,Simulation,0.03,0.04
14096,Espgaluda II Black Label,X360,2010,Shooter,0,0.04
14114,Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,DS,2010,Role-Playing,0,0.04
14118,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,PSP,2010,Adventure,0,0.04
14125,Sins of a Solar Empire: Trinity,PC,2010,Strategy,0,0.04
14133,Greg Hastings Paintball 2,PS3,2010,Shooter,0.03,0.04
14154,Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,PS3,2010,Misc,0,0.03
14161,Marines: Modern Urban Combat,Wii,2010,Shooter,0.03,0.03
14168,Deal or No Deal: Special Edition,DS,2010,Misc,0.03,0.03
14214,Alpha Protocol,PC,2010,Role-Playing,0,0.03
14284,Kevin Van Dam: Big Bass Challenge,Wii,2010,Sports,0.03,0.03
14293,Yumeiro Patissiere: My Sweets Cooking,DS,2010,Simulation,0,0.03
14302,Maximum Racing: Drag & Stock Racer,Wii,2010,Racing,0.03,0.03
14323,Best Friends Tonight,DS,2010,Misc,0.03,0.03
14324,Apache: Air Assault,PC,2010,Simulation,0,0.03
14349,Prince of Persia: The Forgotten Sands,PC,2010,Action,0,0.03
14370,Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken,DS,2010,Misc,0,0.03
14382,Maximum Racing: GP Classic Racing,Wii,2010,Racing,0.03,0.03
14393,River City Super Sports Challenge,DS,2010,Sports,0.01,0.03
14394,Sea Park Tycoon,DS,2010,Simulation,0.02,0.03
14399,Jikandia: The Timeless Land,PSP,2010,Role-Playing,0.03,0.03
14400,Classic Dungeon: Fuyoku no Masoujin,PSP,2010,Role-Playing,0,0.03
14413,Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,DS,2010,Simulation,0,0.03
14432,Chaos;Head - Love Chu*Chu!,X360,2010,Adventure,0,0.03
14455,House M.D.,DS,2010,Adventure,0.02,0.03
14456,thinkSMART FAMILY!,Wii,2010,Misc,0.03,0.03
14458,Last Escort: Club Katze,PSP,2010,Adventure,0,0.03
14462,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,PSP,2010,Adventure,0,0.03
14474,Kiniro no Corda 3,PS2,2010,Adventure,0,0.03
14487,East India Company Collection,PC,2010,Misc,0,0.03
14509,StormLover,PSP,2010,Adventure,0,0.03
14513,Shaun White Skateboarding,PC,2010,Sports,0,0.03
14518,Shin Sangoku Musou Online: Kamishou Ranbu,PS3,2010,Action,0,0.03
14527,Keshisasu-Kun: Battle Kas-tival,DS,2010,Action,0,0.03
14541,Dennou Senki Virtual-On Force,X360,2010,Fighting,0,0.03
14543,Nettou! Powerful Koushien,DS,2010,Sports,0,0.03
14560,Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,PSP,2010,Role-Playing,0,0.03
14567,Senko no Ronde DUO,X360,2010,Fighting,0,0.03
14572,Katekyoo Hitman Reborn! Kizuna no Tag Battle,PSP,2010,Fighting,0,0.03
14575,Hudson x GReeeeN Live!? DeeeeS!?,DS,2010,Misc,0,0.03
14580,DJ Max Portable 3,PSP,2010,Misc,0.01,0.03
14581,Boot Camp Academy,Wii,2010,Action,0.03,0.03
14583,S.Y.K Renshouden,PS2,2010,Adventure,0,0.03
14605,Star Wars: The Force Unleashed II,PC,2010,Action,0.03,0.03
14606,Heathcliff! The Fast and the Furriest,Wii,2010,Racing,0.03,0.03
14617,Armored Core: Last Raven Portable,PSP,2010,Simulation,0,0.03
14619,SD Gundam: Gashapon Wars,Wii,2010,Strategy,0,0.03
14628,Harley-Davidson: Road Trip,Wii,2010,Racing,0.03,0.03
14630,MapleStory DS,DS,2010,Role-Playing,0,0.03
14631,Playmobil Top Agents,DS,2010,Action,0,0.03
14679,Winter Sports 3: The Great Tournament,PS3,2010,Sports,0,0.03
14684,Blaze Union: Story to Reach the Future,PSP,2010,Role-Playing,0,0.03
14687,Commander: Conquest of the Americas,PC,2010,Strategy,0,0.03
14691,Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,DS,2010,Adventure,0,0.03
14701,DeathSmiles II,X360,2010,Shooter,0,0.03
14709,Hyakumanton no Bara Bara,PSP,2010,Strategy,0,0.03
14713,Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,PSP,2010,Adventure,0,0.03
14724,The King of Fighters Portable '94~'98: Chapter of Orochi,PSP,2010,Fighting,0,0.03
14729,Girls Only,DS,2010,Simulation,0.03,0.03
14748,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,PSP,2010,Adventure,0,0.03
14757,SingStar Fussballhits,PS3,2010,Misc,0,0.03
14760,LEGO Harry Potter: Years 1-4,PC,2010,Action,0.02,0.03
14773,UK Truck Simulator,PC,2010,Simulation,0,0.03
14781,101-in-1 Sports Party Megamix,Wii,2010,Sports,0.02,0.03
14798,Rugby League Live,X360,2010,Sports,0,0.03
14809,1000 Cooking Recipes from ELLE ?? table,DS,2010,Misc,0,0.03
14834,Rugby League Live,PS3,2010,Sports,0,0.03
14841,Age of Conan: Rise of the Godslayer,PC,2010,Role-Playing,0,0.03
14860,Schlag den Raab,PC,2010,Misc,0,0.03
14877,Clannad: Mitsumi Mamoru Sakamichi de - Gekan,PSP,2010,Adventure,0,0.03
14879,NatGeo Challenge! Wild Life,X360,2010,Misc,0,0.03
14881,Sengoku Efuda Yuugi: Hototogisu Tairan,PSP,2010,Strategy,0,0.03
14918,Divinity II: Flames of Vengeance,PC,2010,Role-Playing,0,0.03
14921,Imagine: Sweet 16,DS,2010,Simulation,0.02,0.03
14931,Lost Planet 2,PC,2010,Shooter,0,0.03
14946,Let's Play Ballerina,Wii,2010,Sports,0.02,0.03
14949,Starry ? Sky: In Autumn,PSP,2010,Misc,0,0.03
14962,Tenkaichi * Sengoku Lovers,DS,2010,Adventure,0,0.03
14969,Petz: Catz Playground,DS,2010,Simulation,0.02,0.03
15005,Clover no Kuni no Alice: Wonderful Wonder World,PS2,2010,Adventure,0,0.02
15006,Otometeki Koi Kakumei * Love Revo! Portable,PSP,2010,Adventure,0,0.02
15013,Let's Play Garden,Wii,2010,Simulation,0.02,0.02
15028,Foto Showdown,DS,2010,Role-Playing,0.02,0.02
15037,No More Heroes: Heroes' Paradise,X360,2010,Action,0,0.02
15044,Ken to Mahou to Gakuen Mono. 2G,PS3,2010,Role-Playing,0,0.02
15054,Strike Witches 2: Iyasu Naosu Punipunisuru,DS,2010,Action,0,0.02
15062,Lilpri DS: Hime-Chen! Apple Pink,DS,2010,Adventure,0,0.02
15075,Carnage Heart EXA,PSP,2010,Strategy,0,0.02
15108,Clannad: Mitsumi Mamoru Sakamichi de - Joukan,PSP,2010,Adventure,0,0.02
15131,Vitamin Z Revolution,PSP,2010,Adventure,0,0.02
15153,Fishdom 2 Deluxe,PC,2010,Puzzle,0,0.02
15160,Pe-Jongju to Manabu Kankokugo DS: Test-Hen,DS,2010,Misc,0,0.02
15161,Cities XL 2011,PC,2010,Simulation,0,0.02
15171,Winx Club: Rockstars,DS,2010,Adventure,0,0.02
15173,Star Trek Online,PC,2010,Role-Playing,0,0.02
15174,Kingdom: Ikkitousen no Ken,PSP,2010,Action,0,0.02
15193,Crazy Machines,Wii,2010,Puzzle,0.01,0.02
15206,Chaos;Head Noah,PSP,2010,Adventure,0,0.02
15215,Princess Saver! Eternal Love for My Lady,PS2,2010,Adventure,0,0.02
15222,Twinkle * Crusaders GoGo!,PSP,2010,Adventure,0,0.02
15244,Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,PSP,2010,Misc,0,0.02
15273,Let's Play Flight Attendant,DS,2010,Simulation,0.02,0.02
15281,PachiPara 15: Super Umi Monogatari in Okinawa 2,PS3,2010,Misc,0,0.02
15282,Serious Sam HD: Gold Edition,PC,2010,Shooter,0,0.02
15289,Triple Crown Championship Snowboarding,Wii,2010,Sports,0.02,0.02
15290,Dream Chronicles,DS,2010,Adventure,0.02,0.02
15303,Otome wa Oanesama Boku ni Koi Shiteru Portable,PSP,2010,Adventure,0,0.02
15308,Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,PS3,2010,Adventure,0,0.02
15310,Tale of a Hero,PC,2010,Adventure,0,0.02
15316,Mind over Matter,DS,2010,Puzzle,0.02,0.02
15333,Dragon's Lair,DS,2010,Platform,0.02,0.02
15364,"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",PSP,2010,Adventure,0,0.02
15373,Ore no Yome: Anata Dake no Hanayome,X360,2010,Adventure,0,0.02
15385,Tsuyo Kiss 2 Portable,PSP,2010,Adventure,0,0.02
15397,T.A.C. Heroes : Big Red One,DS,2010,Strategy,0.02,0.02
15408,Nisenochigiri,PSP,2010,Adventure,0,0.02
15417,Livly Garden,DS,2010,Simulation,0,0.02
15457,Chevrolet Camaro: Wild Ride,DS,2010,Racing,0.02,0.02
15458,Jinguuji Saburou DS: Akai Chou,DS,2010,Adventure,0,0.02
15467,Kawaii Koinu DS 3,DS,2010,Simulation,0,0.02
15477,Princess Isabella: A Witch's Curse,Wii,2010,Adventure,0.02,0.02
15484,PDC World Championship Darts: Pro Tour,X360,2010,Sports,0,0.02
15491,Uta no * Prince-Sama,PSP,2010,Adventure,0,0.02
15505,Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,PS2,2010,Action,0,0.02
15519,Pastel Chime Continue,PSP,2010,Adventure,0,0.02
15550,Hana to Otome ni Shukufuku o: Harekaze no Okurimono,PS2,2010,Adventure,0,0.02
15565,Kazoku Keikaku,PSP,2010,Adventure,0,0.02
15576,Mount & Blade: Warband,PC,2010,Role-Playing,0.01,0.02
15588,Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome,PSP,2010,Misc,0,0.02
15609,Maximum Racing: Crash Car Racer,Wii,2010,Racing,0.01,0.02
15617,Seitokai no Ichizon: DS-suru Seitokai,DS,2010,Adventure,0,0.02
15626,Winter Blast: 9 Snow & Ice Games,Wii,2010,Sports,0.02,0.02
15652,Darksiders,PS3,2010,Action,0.01,0.02
15654,Miyako,PSP,2010,Adventure,0,0.02
15655,Motto NUGA-CEL!,PSP,2010,Adventure,0,0.02
15659,11eyes: CrossOver,PSP,2010,Adventure,0,0.02
15669,Tantei Opera: Milky Holmes,PSP,2010,Adventure,0,0.02
15679,Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,PSP,2010,Action,0,0.02
15686,Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,DS,2010,Simulation,0,0.02
15688,SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,DS,2010,Action,0,0.02
15690,Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,PS2,2010,Role-Playing,0,0.02
15694,Thomas & Friends: Hero of the Rails,Wii,2010,Misc,0,0.02
15699,Ketsui: Kizuna Jigoku Tachi Extra,X360,2010,Shooter,0,0.02
15705,James Bond 007: Blood Stone,PC,2010,Shooter,0.02,0.02
15712,Koisuru Otome to Shugo no Tate Portable,PSP,2010,Adventure,0,0.02
15719,Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,DS,2010,Misc,0,0.02
15722,Rock Blast,Wii,2010,Puzzle,0.02,0.02
15741,Titanic Mystery,Wii,2010,Puzzle,0.02,0.02
15744,Blood Bowl: Legendary Edition,PC,2010,Sports,0,0.02
15769,Bejeweled Blitz,PC,2010,Puzzle,0,0.02
15773,Tegami Bachi: Kokoro Tsumugu Mono e,PSP,2010,Role-Playing,0,0.02
15794,Mechanic Master 2,DS,2010,Puzzle,0.02,0.02
15803,Canada Hunt,Wii,2010,Sports,0.02,0.02
15805,GA - Geijutsuka Art Design Class: Slapstick Wonder Land,PSP,2010,Adventure,0,0.02
15810,Horrid Henry: Missions of Mischief,Wii,2010,Adventure,0,0.02
15815,Ginga Tetsudou 999 DS,DS,2010,Adventure,0,0.02
15820,Suzunone Seven: Rebirth Knot,PS2,2010,Adventure,0,0.02
15824,Vitamin X Evolution Plus,PSP,2010,Adventure,0,0.02
15827,Wild West Shootout,Wii,2010,Shooter,0.01,0.02
15837,Memories Off: Yubikiri no Kioku,X360,2010,Adventure,0,0.02
15841,Cross + Channel,PSP,2010,Adventure,0,0.02
15845,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!,DS,2010,Misc,0,0.02
15860,Strike Witches: Shirogane no Tsubasa,X360,2010,Strategy,0,0.02
15865,Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers,DS,2010,Action,0,0.02
15866,Moujuutsukai to Oujisama,PS2,2010,Adventure,0,0.02
15877,Yoake Yori Ruriiro na Portable,PSP,2010,Adventure,0,0.02
15885,Disciples III: Renaissance,PC,2010,Strategy,0,0.02
15900,Elven Legacy Collection,PC,2010,Strategy,0,0.02
15906,Dark Void,PC,2010,Action,0,0.02
15919,Emergency 2012,DS,2010,Simulation,0,0.02
15927,Pirates PlundArrr,Wii,2010,Action,0.02,0.02
15932,Battle Spirits: Hero's Soul,PSP,2010,Role-Playing,0,0.02
15933,Pachi-Slot Higrashi no Naku Koro ni Matsuri,PS2,2010,Misc,0,0.02
15934,Otona no Renai Shousetsu: Harlequin Selection,DS,2010,Misc,0,0.02
15936,W.L.O. Sekai Renai Kikousen,X360,2010,Adventure,0,0.02
15943,Poupee Girl DS 2: Elegant Mint / Sweet Pink Style,DS,2010,Misc,0,0.02
15944,Dancing on Ice,DS,2010,Sports,0,0.02
15961,Shin Sangoku Musou Online: Souten Ranbu,PS3,2010,Action,0,0.02
15970,Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Misao + Maguro Densetsu Portable,PSP,2010,Misc,0,0.02
15976,GTI Club: Supermini Festa!,Wii,2010,Racing,0.01,0.02
15980,Marvel Superheroes 3D: Grandmaster's Challenge,Wii,2010,Action,0,0.02
15985,Achtung Panzer: Kharkov 1943,PC,2010,Strategy,0,0.02
16015,Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable,PSP,2010,Adventure,0,0.02
16026,Elminage II DS Remix: Sousei no Megami to Unmai no Daichi,DS,2010,Role-Playing,0,0.02
16039,Command & Conquer 4: Tiberian Twilight,PC,2010,Strategy,0,0.02
16054,Narcissus: Moshimo Ashita ga Runara,PSP,2010,Adventure,0,0.02
16057,"Sharin no Kuni, Himawari no Shoujo",X360,2010,Adventure,0,0.02
16060,So-Ra-No-Wo-To: Otome no Gojuusou,PSP,2010,Adventure,0,0.02
16064,I Love Horses: Rider's Paradise,Wii,2010,Simulation,0.01,0.02
16073,Scared Rider Xechs,PS2,2010,Adventure,0,0.02
16076,Misshitsu no Sacrifice,PSP,2010,Adventure,0,0.02
16086,Sora no Otoshimono: DokiDoki Summer Vacation,PSP,2010,Adventure,0,0.01
16100,Wand of Fortune: Mirai e no Prologue Portable,PSP,2010,Adventure,0,0.01
16101,Secret Game Portable,PSP,2010,Adventure,0,0.01
16112,Winter Sports 3: The Great Tournament,X360,2010,Sports,0,0.01
16114,Wand of Fortune Portable,PSP,2010,Adventure,0,0.01
16125,Himawari: Pebble in the Sky Portable,PSP,2010,Adventure,0,0.01
16126,Rise of Flight: Iron Cross Edition,PC,2010,Simulation,0.01,0.01
16148,Magic Encyclopedia: Moonlight,DS,2010,Misc,0,0.01
16163,Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III,PS2,2010,Misc,0,0.01
16175,Honda ATV Fever,DS,2010,Racing,0.01,0.01
16184,Sakura Sakura: Haru Urara,PSP,2010,Adventure,0,0.01
16196,Datenshi no Amai Yuuwaku x Kaikan Phrase,DS,2010,Adventure,0,0.01
16209,Kana: Imouto,PSP,2010,Adventure,0,0.01
16217,Games Around the World,DS,2010,Misc,0.01,0.01
